"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"8:45:41.4247052 AM","icacls.exe","3104","QueryAttributeTagFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","SUCCESS","Attributes: D, ReparseTag: 0x0"
"8:45:41.4247284 AM","icacls.exe","3104","QueryRemoteProtocolInformation","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","INVALID PARAMETER",""
"8:45:41.4247408 AM","icacls.exe","3104","QuerySecurityFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","SUCCESS","Information: Owner, Group, DACL, Label, Process Trust Label, 0x100"
"8:45:41.4247490 AM","icacls.exe","3104","CloseFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","SUCCESS",""
"8:45:41.4247948 AM","icacls.exe","3104","CreateFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","SUCCESS","Desired Access: Read Attributes, Read Control, Write DAC, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:45:41.4248229 AM","icacls.exe","3104","QueryAttributeTagFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","SUCCESS","Attributes: D, ReparseTag: 0x0"
"8:45:41.4248335 AM","icacls.exe","3104","QueryBasicInformationFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","SUCCESS","CreationTime: 7/2/2025 7:55:25 AM, LastAccessTime: 7/3/2025 8:45:18 AM, LastWriteTime: 7/2/2025 7:55:25 AM, ChangeTime: 7/3/2025 8:45:11 AM, FileAttributes: D"
"8:45:41.4248452 AM","icacls.exe","3104","QueryNameInformationFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","SUCCESS","Name: \Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo"
"8:45:41.4248973 AM","icacls.exe","3104","CreateFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:45:41.4249089 AM","icacls.exe","3104","QueryRemoteProtocolInformation","C:\Users\Alberto\Desktop\_bloqueadas_tfm","INVALID PARAMETER",""
"8:45:41.4249168 AM","icacls.exe","3104","QuerySecurityFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm","SUCCESS","Information: DACL"
"8:45:41.4249229 AM","icacls.exe","3104","CloseFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm","SUCCESS",""
"8:45:41.4249355 AM","icacls.exe","3104","QueryRemoteProtocolInformation","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","INVALID PARAMETER",""
"8:45:41.4249426 AM","icacls.exe","3104","QuerySecurityFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","SUCCESS","Information: Owner, Group, DACL"
"8:45:41.4250073 AM","icacls.exe","3104","CreateFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","ACCESS DENIED","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a"
"8:45:41.4250680 AM","icacls.exe","3104","CreateFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","ACCESS DENIED","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a"
"8:45:41.4250949 AM","icacls.exe","3104","SetSecurityFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","SUCCESS","Information: DACL"
"8:45:41.4252765 AM","icacls.exe","3104","CreateFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"8:45:41.4253259 AM","icacls.exe","3104","QueryDirectory","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","SUCCESS","FileInformationClass: FileDirectoryInformation, 1: ., 2: .."
"8:45:41.4253608 AM","icacls.exe","3104","QueryDirectory","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","NO MORE FILES","FileInformationClass: FileDirectoryInformation"
"8:45:41.4253717 AM","icacls.exe","3104","CloseFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","SUCCESS",""
"8:45:41.4254195 AM","icacls.exe","3104","CloseFile","C:\Users\Alberto\Desktop\_bloqueadas_tfm\Entorno de trabajo","SUCCESS",""
"8:45:41.4255175 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","REPARSE","Desired Access: Read"
"8:45:41.4255375 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","NAME NOT FOUND","Desired Access: Read"
"8:45:41.4255534 AM","icacls.exe","3104","RegOpenKey","HKLM\Software\Microsoft\LanguageOverlay\OverlayPackages\en-US","NAME NOT FOUND","Desired Access: Read"
"8:45:41.4256899 AM","icacls.exe","3104","CreateFile","C:\Windows\System32\en-US\ICacls.exe.mui","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:45:41.4257307 AM","icacls.exe","3104","CreateFileMapping","C:\Windows\System32\en-US\ICacls.exe.mui","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_WRITECOPY|PAGE_NOCACHE"
"8:45:41.4257434 AM","icacls.exe","3104","QueryStandardInformationFile","C:\Windows\System32\en-US\ICacls.exe.mui","SUCCESS","AllocationSize: 24,576, EndOfFile: 24,064, NumberOfLinks: 2, DeletePending: False, Directory: False"
"8:45:41.4257617 AM","icacls.exe","3104","CreateFileMapping","C:\Windows\System32\en-US\ICacls.exe.mui","SUCCESS","SyncType: SyncTypeOther"
"8:45:41.4262568 AM","icacls.exe","3104","Thread Exit","","SUCCESS","Thread ID: 8924, User Time: 0.0000000, Kernel Time: 0.0000000"
"8:45:41.4319371 AM","icacls.exe","3104","Thread Exit","","SUCCESS","Thread ID: 4152, User Time: 0.0000000, Kernel Time: 0.0000000"
"8:45:41.4354425 AM","icacls.exe","3104","Process Exit","","SUCCESS","Exit Status: 0, User Time: 0.0000000 seconds, Kernel Time: 0.0000000 seconds, Private Bytes: 847,872, Peak Private Bytes: 847,872, Working Set: 4,378,624, Peak Working Set: 4,382,720"
"8:45:41.4387772 AM","icacls.exe","3104","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2940940671-1211487086-3308912436-1001","SUCCESS","Desired Access: All Access"
"8:45:41.4387941 AM","icacls.exe","3104","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2940940671-1211487086-3308912436-1001\\Device\HarddiskVolume2\Windows\System32\icacls.exe","NAME NOT FOUND","Length: 40"
"8:45:41.4388160 AM","icacls.exe","3104","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2940940671-1211487086-3308912436-1001","SUCCESS",""
"8:45:41.4400480 AM","icacls.exe","3104","CloseFile","C:\Users\Alberto\Downloads","SUCCESS",""
"8:45:41.4414622 AM","icacls.exe","3104","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS",""
"8:45:41.4414863 AM","icacls.exe","3104","RegCloseKey","HKLM","SUCCESS",""
"8:45:41.4414949 AM","icacls.exe","3104","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS",""
"8:45:41.4416109 AM","icacls.exe","3104","CloseFile","C:\Windows\System32\en-US\ICacls.exe.mui","SUCCESS",""
